Unnamed: 0,Factory Name (En),Factory Name (Ar),Phone Number,Factory Email,Emirate, Products,Unnamed: 7,Unnamed: 8,Unnamed: 9,Activities,Unnamed: 11,Unnamed: 12
,A.1 INDUSTRY PLASTIC PRODUCTS L.L.C,مصنع أ.ون لصناعة المنتجات البلاستيكية ذ.م.م,065214788,hr@a1plast.com,Umm Al Quwain,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,39239000,- Other,,ـ غيرها,2220125,صناعة القوارير والعبوات البلاسـتيكية المماثلة,Plastic Bottles and  Similar Containers Manufacturing
,A.W.ROSTAMANI LUMINA (L.L.C),عبدالواحد الرستماني للإضاءة ش ذ م م,0507707527,hu.changyong@awrostamani.com,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,85041000,- Ballasts for discharge lamps or tubes ,, - خانق التيار (بالاست) لمصابيح أو أنابيب التفريغ   ,2740002,صناعة تركيبات الإضاءة المعلَّقة في الأسقف,Ceiling Lighting Fixtures Manufacturing
,,,,,,94051000,"- Chandeliers and other electric ceiling or wall lighting fittings, excluding those of a kind used for lighting public open spaces or thoroughfares",,- ثريات وأجهزة إنارة كهربائية أخر للتثبيت أو التعليق في السقوف أو الجدران ، عدا الأنواع المستعملة لإنارة الساحات المكشوفة أو الشوارع العامة ,2740011,صناعة معدات تسليط الضوء,Spotlights Manufacturing
,,,,,,94052000,"- Electric table, desk, bedside or floor-standing lamps",,ـ أجهزة إنارة ولوازم أجهزة إنارة للطاولات أو المكاتب أو جوانب الأسرة وأجهزة إنارة بأعمدة ترتكز على الأرض للإنارة الداخلية,2740008,صناعة تركيبات أضاءة الشوارع,Street Lighting Fixtures Manufacturing
,A1 CARTON AND PACKAGING INDUSTRY L.L.C,ايه ون لصناعة الكرتون والتغليف ذ.م.م,0545811531,a1cartonpack@gmail.com,Umm Al Quwain,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,48191090,- - - Other,,- - -  غيرها,1702003,صناعة العلب والعبوات الورقية,Paper Boxes and Packages Manufacturing
,,,,,,,,,,1702002,صناعة الأوعية من الورق المموَّج أو الورق المقوى,Corrugated Paper or Paperboard Containers Manufacturing
,A1 INDUSTRIES L.L.C,اي ون للصناعات الخشبية ذ.م.م,067666462,a1uaq@yahoo.co.in,Umm Al Quwain,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,44182000,- Doors and their frames and thresholds,,- أبواب وأطرها وعتباتها ,3100001,صناعة الأثاث المنزلي,House Furniture Manufacturing
,,,,,,,,,,1622001,صناعة  الابواب والنوافذ ومصاريعها واطرها الخشبية,"Wooden Doors, Windows, Shutters and Their Frames Manufacturing"
,AAL MIR PLASTIC IND.LLC.,آل مير للصناعات البلاستيكية ذ.م.م,056-4030850,admin@mir.ae,Sharjah,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,39233000,"- Carboys, bottles, flasks and similar articles",,ـ قوارير وزجاجات ودوارق وأصناف مماثلة,2220135,صناعة أصناف الإغلاق البلاستيكية,Plastic Closures Articles  Manufacturing
,,,,,,39235000,"- Stoppers, lids, caps and other closures",,ـ سدادات وأغطية وكبسولات وغيرها من أصناف الإغلاق,2220125,صناعة القوارير والعبوات البلاسـتيكية المماثلة,Plastic Bottles and  Similar Containers Manufacturing
,,,,,,39232900,"Plastic sacks & bags (including cones), other than of polymers of ethylene, for the conveyance or packing of goods.",,أكياس وحقائب (بما في ذلك المخاريط) من لدائن أُخر ,2220115,صناعة الرقائق البلاسـتيكية,Plastic Chips Manufacturing
,AARAF PLASTIC PRODUCTS TRADING (S.P.S- L.L.C),عارف لتجارة المنتجات البلاستيكية (ذ.م.م- ش.ش.و),054-7887425,aaraftrading.uae@gmail.com,Ajman,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,34011150,  - - - Disinfectant Soap,,  - - - صابون مطهر,2023002,صناعة مساحيق الغسيل والمنظفات,Washing Powders and Detergents Manufacturing
,,,,,,34025021,"Washing preparations, dry powdered (For example, Tide . etc.), put up for retail sale.",,محضرات غسيل جافه مسحوقه (مثل التايد ...الخ) مهيأة للبيع بالتجزئة. ,,,
,,,,,,34025022,"Washing preparations, liquid, put up for retail sale.",,محضرات غسيل سائلة، مهيأة للبيع بالتجزئة. ,,,
,AARAX FOODSTUFF CO L.L.C,شركة اراكس للمواد الغذائية (ذ.م.م.),0547670501,aarax@emirates.net.ae,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,07132000,- Chickpeas (garbanzos) ,,- حمص (قاربنزوس),1030003,صناعة المنتجات الغذائية من الفاكهة أو الخضر,Fruit or Vegetables Food Products Manufacturing
,,,,,,08135000,- Mixtures of nuts or dried fruits of this Chapter,,- مخاليط من أثمار قشرية أو فواكه مجففة من الانواع المذكورة في هذا الفصل ,1020001,تجهيز وحفظ الأسماك والأغذية البحرية,Fish and Seafood Processing and Preserving
,,,,,,16043000,"Caviar & caviar substitutes prepared from fish eggs, or preserved.",, خبيارى (كافيار) وأبداله المحضرة من بيض السمك,1030014,حفظ الفاكهة والجوزيات والخضر,"Fruit, Nuts and Vegetables Preserving"
,Aarya Pesco Industries - L.L.C,اريا بيسكو للصناعات ذ م م,055-1959019,walid@pesco-int.com,Abu Dhabi,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,28199000,- Other,,- غيرها ,2592009,الطلاء بالمواد الغير معدنية للمعادن,Non-metallic Coating of Metals
,,,,,,73101000,- Of a capacity of 50 L or more ,,- بسعة 50 لتر أو أكثر ,2512001,صناعة الخزانات والصهاريج والأوعية المماثلة من المعدن المثبتة,"Metal Reservoirs, Tanks and Similar Containers Installed as Fixtures Manufacturing"
,,,,,,73090090,- - - Other,,- - - غيرها ,2410111,إنتاج منتجات الصلب شبه الجاهزة,Steel Semi-Finished Products Production
,,,,,,73229000,- Other,,- غيرها ,2819908,Heat Exchangers Manufacturing,Heat Exchangers Manufacturing
,,,,,,73221900,- - Other,,- - غيرها ,2733010,صناعة أعمدة النقل ولوازم الخطوط,Transmission Poles and Line Hardware Manufacturing
,,,,,,73170010, - - - Steel nails and carpentry nails,,- - - مسامير صلب ومسامير نجارة ,2513003,صناعة أنظمة الأنابيب,Pipe Systems Manufacturing
,,,,,,73089060,- - - Sheds and domes,,- - - مظلات وقبب ,2592011,تشغيل وتشكيل المعادن,Machining and Forming of Metals
,,,,,,73089020,"- - - Large-scale shelving for assembly and permanent installation in shops, workshops and storehouses, etc.",,- - - أرفف كبيرة معدة للتجميع والتركيب الدائم في المحلات والورش والمخازن ,2511003,صناعة الأطر والهياكل المعدنية اللازمة للتشييد وأجزاء منها,Construction Metal Framework and  Skeletons and Parts thereof Manufacturing
,,,,,,73089010,   - - - Wall-mounted boxes for fire fighting equipment or fire hoses and the like,,- - - صناديق (كبائن) تثبت ضمن جدران المنشآت لإحتواء أجهزة إطفاء الحريق أو أنابيب المياه وما يماثلها ,,,
,,,,,,73083000,"- Doors, windows and their frames and thresholds for doors",,- أبواب ونوافذ و أطرها وعتبات الأبواب ,,,
,,,,,,73081000,- Bridges and bridge-sections,,- جسور ومقاطع جسور ,,,
,,,,,,73082000,- Towers and lattice masts,,- أبراج وصواري شبكية ,,,
,,,,,,73061100,"- - Welded, of stainless steel",,ـ ـ ملحومة ، من صلب مقاوم للصدأ,,,
,,,,,,73051900,- - Other,,- - غيرها ,,,
,,,,,,73051100,- - Longitudinally submerged arc welded,,ـ ـ ملحومة طولياً بالقوس المغمور,,,
,,,,,,73051200,"- - Other, longitudinally welded",,- - غيرها ، ملحومة طولياً ,,,
,,,,,,73012000,"- Angles, shapes and sections",,ـ زوايا وأشكال خاصة ومقاطع,,,
,,,,,,73024000,- Fish-plates and sole plates,,ـ ألواح دعم  وقواعد,,,
,,,,,,73043100,- - Cold-drawn or cold-rolled (cold-reduced) ,,- - مسحوبة أو مجلخة على البارد ,,,
,,,,,,73041900,- - Other,,- - غيرها ,,,
,,,,,,73041100,- - Of stainless steel,,ـ ـ من صلب مقاوم للصدأ,,,
,Aasa Perfummes L.L.C,آسا للعطور ذ.م.م,052-3914065,Dinesh@aasaplastic.com,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,33030020,  - - -Cologne,, - - - كولونيا ,2023008,صناعة العطور وماء التواليت,Perfumes and Toilet Water Manufacturing
,,,,,,33030010,"  - - - Perfumrs, Liquid or solid",, - - - عطور (بارفيوم) السائلة أو الجامدة ,,,
,,,,,,33013010,   - - - Dehn Al- Oud (wood resinoids),,- - -  دهن العود,,,
,AATI CONTRACTS JOINERY LLC,منجرة عاتي للتعهدات ش ذ م م,043331700,brajan@altayer.com,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,44182000,- Doors and their frames and thresholds,,- أبواب وأطرها وعتباتها ,3100002,صناعة أثاث المطابخ,Kitchen Furniture Manufacturing
,,,,,,,,,,3100001,صناعة الأثاث المنزلي,House Furniture Manufacturing
,,,,,,,,,,1622002,صناعة الابواب الخشبية مقاومة للحريق,Fireproof Wooden Doors Manufacturing
,,,,,,,,,,1629911,صناعة منتجات الديكور الخشبية,Wooden Decorative Products Manufacturing
,,,,,,,,,,1622001,صناعة  الابواب والنوافذ ومصاريعها واطرها الخشبية,"Wooden Doors, Windows, Shutters and Their Frames Manufacturing"
,Abaad Wood Industries L.L.C,شركة أبعاد لصناعة الأخشاب ذ.م.م,050-5160115,info@abaadwood.com,Abu Dhabi,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,01012190,   - - - Other,, - - - غيرها ,1622002,صناعة الابواب الخشبية مقاومة للحريق,Fireproof Wooden Doors Manufacturing
,,,,,,,,,,1622001,صناعة  الابواب والنوافذ ومصاريعها واطرها الخشبية,"Wooden Doors, Windows, Shutters and Their Frames Manufacturing"
,ABAAN CHOCOLATE MANUFACTURING L.L.C,ابان لصناعة الشيكولاته ش.ذ.م.م,056-2767411,saju@abaanchocolate.com,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,18069020,- - - Confectionery products containing cocoa,,- - -  منتجات سكرية (حلاوة - سكاكر) محتوية علي كاكاو  ,1073102,صناعة الشيكولاته وحلوي الشيكولاته,Chocolate and Chocolate Confectionery Manufacturing
,,,,,,39239000,- Other,,ـ غيرها,1073901,صناعة الحلويات السكرية,Manufacture of Sweets
,ABAD SEAFOOD L.L.C,اباد للاغذية البحريه ش.ذ.م.م,0508460030,seafood@abad.co.in,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,03061200,- - Lobsters (Homarus spp.) ,,"- - عقارب بحر "" لابستر"" (كركند)  (من أنواع هوماروس)",1020001,تجهيز وحفظ الأسماك والأغذية البحرية,Fish and Seafood Processing and Preserving
,,,,,,03026920,"Shei'rii fish (Spangled emperor), excluding (livers, roes, fish fillets & other fish meat of heading 03.04), fresh or chilled.",," أسماك شعري (الشعور.), طازجة أو مبردة عدا شرائح الأسماك ولحوم الأسماك الأخر المذكورة في البند 03.04 وعدا الأكباد والبيض وغدد التذكير..",,,
,,,,,,03026910,"Grouper such as Hamoor (Thornycheek/Greasy), Bertama (Blue-Spotted grouper) & Summan (Duskytail/Areolated grouper), excluding (livers, roes, fish fillets & other fish meat of heading 03.04), fresh or chilled.",," أسماك قر وبر مثل ""هامور , برطام , شنينو, قطو, ناجل , السمان "" , .طازجة أو مبردة عدا شرائح الأسماك ولحوم الأسماك الأخر المذكورة في البند 03.04وعدا الأكباد والبيض وغدد التذكير.",,,
,,,,,,03026930,"Hamra fish (Red Snapper), excluding (livers, roes, fish fillets & other fish meat of heading 03.04), fresh or chilled.",," اسماك الحمراء(العصمودي) ,طازجة أو مبردة عدا شرائح الأسماك ولحوم الأسماك الأخر المذكورة في البند 03.04 وعدا الأكباد والبيض غدد التذكير.",,,
,,,,,,03037999,"Fish, frozen, n.e.s., excluding (livers, roes, fish fillets & other fish meat of heading 03.04).",," اسماك أخرى (غ.م.ك), مجمدة عدا الشرائح وغيرها من لحوم الأسماك المذكورة في البند 03.04 ",,,
,,,,,,03041090,"Fish fillets & other fish meat (whether or not minced), excluding those of Hamoor & Shei'rii, fresh or chilled.",," شرائح من لحوم أسماك عدا الهامور و الشعري , طازجة أو مبردة وان كانت مفرومة .",,,
,ABALONE FISH PROCESSING LLC,ابلون لتجميد الاسماك,0506461380,proajman@thedeepseafood.com,Ajman,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
